Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Cluster,PC1,PC2
Japan,2008,520.46,3453.28,11.15,72.16,37.36,36.1,4250.33,0.39,1,0.408164759569422,0.002165859269663232
Japan,2018,4679.09,19928.25,56.37,21.05,26.99,35.14,3984.66,0.32,2,0.3886885038980701,-0.12920002235163583
China,2015,4247.51,44890.52,70.43,60.07,29.59,21.0,2250.4,0.36,1,-1.4471163416744233,0.9048090665662006
Canada,2021,7815.43,12453.41,14.81,29.43,40.62,16.0,4961.29,0.16,0,2.169784716784848,-0.9063164660566698
UK,2024,3613.93,35445.8,14.93,16.63,34.36,34.07,4211.86,0.27,1,0.6051119538776427,0.7211614233747049
India,2015,9827.23,15467.09,36.12,71.23,39.02,27.91,2439.34,0.29,0,1.3105511736217461,-0.19392909868872715
Canada,2017,1889.62,2723.54,28.28,30.47,25.99,10.95,1583.04,0.08,0,0.19302482241457553,-1.5355905200181492
UK,2022,5950.77,28056.18,21.86,34.18,26.26,34.13,422.71,0.44,1,0.5322426412066968,1.7168926042341464
Japan,2020,988.02,41825.25,21.89,32.68,35.36,38.71,2350.76,0.26,1,-0.8279351616723281,0.9605612893394697
Germany,2020,7365.25,20768.69,16.11,24.02,35.15,11.26,1832.05,0.45,1,1.548589079618356,1.4523819453855156
USA,2010,9948.06,31056.04,56.92,40.42,55.33,18.58,3571.32,0.23,2,0.9114124523344869,-0.23869048614217628
China,2006,8209.47,45051.17,63.49,39.98,21.34,34.58,147.41,0.23,1,-0.6002802388984335,0.6122946076520036
USA,2008,5601.47,39589.88,64.75,38.61,59.71,27.54,4165.67,0.16,2,-0.44842133987498634,-0.503942264485967
Brazil,2003,4898.94,10096.88,50.25,74.14,58.26,39.68,2112.31,0.34,2,-0.014732482508826975,-0.2945472178863832
Brazil,2024,8366.8,36802.51,86.0,33.78,41.69,37.47,2375.18,0.3,2,-0.313247627485647,0.15185692350479765
Canada,2012,9366.14,25343.7,79.85,12.13,48.75,15.35,954.81,0.46,2,0.5179778444968545,0.981842140365185
Japan,2024,9893.14,37425.36,86.4,22.49,57.41,30.22,4690.54,0.24,2,0.4696947262974571,-0.40161760782341555
Japan,2003,4025.74,24978.52,38.05,60.5,30.05,29.6,2022.02,0.34,0,-0.26821035266291554,0.4987308401282997
India,2018,9910.08,6833.93,79.61,51.36,32.63,13.33,4221.49,0.37,2,1.2340074504440743,-0.7865054380812259
India,2001,1643.67,28710.52,69.84,76.62,24.44,12.69,1225.39,0.19,0,-2.020420300059795,-0.6293413269713468
India,2008,2610.14,24860.63,33.9,58.61,42.55,27.08,528.45,0.45,1,-0.6456773681044217,1.3637227324183647
Germany,2011,981.26,26137.13,14.06,23.6,26.38,22.09,3197.02,0.22,1,0.018334092531807573,0.17706753552221483
Russia,2001,2790.21,44005.67,63.02,18.45,57.23,26.36,4922.86,0.34,2,-0.7178094662439396,0.6983899963762562
Australia,2005,7702.58,44794.43,16.6,46.45,37.26,17.16,3252.36,0.33,1,0.7876317191109891,1.4072389923625857
Russia,2004,8543.95,22950.09,29.97,56.57,56.79,26.7,3063.13,0.24,0,1.1480547932841265,-0.13373628989711087
USA,2004,7811.04,23058.74,47.53,21.59,28.2,21.5,2239.04,0.13,2,0.7802696380132217,-0.7580998912705296
Russia,2019,6347.55,26001.75,62.79,52.12,47.76,36.63,1454.82,0.32,2,-0.3008209636696691,0.19963973235971882
Germany,2021,5188.27,26219.67,83.73,70.55,45.9,19.18,2182.62,0.22,2,-1.1778553716311537,-0.8171356804344916
USA,2004,7116.17,47544.16,55.43,60.93,35.99,36.13,787.34,0.22,0,-0.8933245943347239,0.5913400432918631
Russia,2003,3969.25,32645.32,62.07,56.49,55.93,21.7,1346.44,0.27,1,-1.1363989740015088,0.16070930974498918
Germany,2008,8428.95,14234.12,31.35,65.25,37.39,27.34,2462.56,0.35,0,1.2393020316886287,0.18394648667369273
Australia,2021,6804.18,26811.07,63.42,17.29,27.94,18.59,766.74,0.38,2,0.08590536479528173,0.7932700086620468
Russia,2009,7008.27,31547.57,42.21,24.27,59.08,34.27,3968.08,0.24,0,0.781262841587159,0.04316253603297914
Germany,2015,5405.77,32168.7,77.84,12.67,37.66,35.31,107.23,0.1,2,-0.9596117107016217,-0.7104524221032869
India,2009,8863.77,29470.08,38.36,20.15,28.32,34.27,1641.89,0.41,1,1.1442668746225397,1.296396090295658
Japan,2009,2594.95,9297.94,44.8,73.92,34.55,29.2,2607.42,0.35,1,-0.3170744380118706,-0.2617774936729079
India,2018,3873.36,2162.86,41.77,25.55,44.54,19.14,4648.29,0.41,1,1.1688826135699637,-0.1913657405440243
Japan,2009,7798.66,17223.23,73.95,56.35,40.48,29.09,2888.59,0.19,0,0.15387059556379168,-1.214722943865636
China,2005,4978.21,21662.35,86.06,58.41,45.4,38.79,1509.77,0.46,1,-0.9409326562820814,0.4840433685818813
China,2016,8903.22,3559.31,32.82,55.17,46.47,29.45,1793.34,0.17,0,1.5139613512814973,-1.148429614120146
China,2004,3529.35,40840.88,45.38,48.77,24.94,38.69,1728.84,0.18,0,-1.0470262102332302,0.1657242078718077
Australia,2005,3756.37,17531.83,65.0,44.03,32.6,19.14,942.83,0.29,2,-0.7052328447550469,-0.2387911177723381
India,2023,8898.48,45724.82,81.11,39.39,49.95,35.38,767.0,0.5,1,-0.535330610052448,1.876503129361782
Japan,2014,4697.27,8143.3,46.96,74.18,46.01,31.55,2429.15,0.14,0,-0.024782599906830724,-1.5095238508243545
Germany,2024,5209.63,3318.28,14.26,10.67,23.53,34.58,1387.79,0.43,1,1.6777892622299169,0.8006592858769217
USA,2018,3394.36,24374.65,36.34,13.74,32.61,31.32,504.62,0.05,0,-0.29223701822927317,-0.79048622569068
Germany,2017,2839.03,9861.9,51.78,44.48,57.25,24.41,1121.57,0.16,1,-0.4746766875558362,-1.1226598100072198
USA,2003,6593.89,46901.26,40.49,33.14,54.48,30.6,2627.59,0.21,1,-0.07733753892483107,0.6012562333184713
Brazil,2007,1286.42,1010.02,20.86,38.58,46.83,37.96,1321.62,0.34,1,0.31602369334882,-0.013940532502596623
Germany,2015,8804.8,20924.67,8.14,79.85,22.91,22.53,1226.82,0.1,0,1.0756364235046862,-0.5890720715249714
Russia,2023,7814.11,46374.01,63.43,64.26,44.28,38.55,3122.25,0.11,0,-0.604133835467278,-0.48522428752306124
Russia,2018,1988.41,19528.7,89.38,71.42,20.49,11.48,3462.61,0.12,2,-1.7087217428148955,-1.8917332494628787
Canada,2019,6970.8,5108.91,83.13,35.8,46.45,10.43,1244.17,0.35,2,0.20933491889804529,-0.6020704397730974
India,2002,6066.07,15493.3,63.08,26.77,49.25,24.81,2387.1,0.1,2,0.2202245047365647,-1.4738810515099368
USA,2009,1926.9,25151.51,76.53,63.76,39.89,35.46,3834.61,0.23,2,-1.3954116873170979,-0.8876986225086542
USA,2001,2804.71,9665.01,26.74,66.53,20.15,17.44,3465.03,0.12,0,0.16016539406853106,-1.3937748328050437
India,2003,4148.97,23594.8,57.91,48.49,46.66,30.8,392.99,0.22,1,-0.8354484376998695,-0.26400208923749463
Australia,2005,7022.5,41898.99,10.15,72.72,52.79,26.41,1832.35,0.37,0,0.3608014899591971,1.675621283294251
Canada,2010,6423.36,43694.59,65.11,77.71,43.43,18.72,3630.21,0.17,0,-0.9046437970556769,-0.3878095795389575
Australia,2013,5369.12,2938.41,87.44,42.97,48.37,18.57,938.22,0.33,2,-0.3301274004860809,-0.8561441234603815
Australia,2015,7707.26,8464.72,78.17,25.59,23.61,12.2,1019.84,0.16,2,0.32500057639433105,-1.4245332707759977
Australia,2020,7603.58,14126.86,50.43,46.2,48.61,26.09,3169.35,0.38,0,0.9952378108200158,0.08234509722747275
India,2018,6216.81,29945.86,72.04,79.27,44.57,23.5,1454.57,0.4,0,-0.8909359666304776,0.570717955899907
Australia,2001,7891.2,18369.24,85.23,30.5,33.24,18.68,1652.56,0.19,2,-0.011099652272235373,-1.0684688884174536
Russia,2024,3409.21,42280.03,23.36,53.23,47.41,39.11,2637.94,0.06,0,-0.6391011280266496,-0.29755945521840066
China,2016,8824.37,35975.26,72.43,58.58,45.82,34.55,3765.37,0.11,0,-0.08148185509572776,-1.0522959840545183
Brazil,2008,6187.61,5472.57,27.94,24.98,43.98,25.75,2516.53,0.27,1,1.457720134371234,-0.41125613191207466
USA,2016,8241.4,31415.6,79.54,51.19,27.32,25.65,4472.46,0.22,2,0.04580174977405602,-0.7488709878614203
USA,2014,5508.16,6094.12,13.36,32.02,31.85,15.81,577.87,0.21,1,1.1561472887620723,-0.3308556342367962
Brazil,2006,2262.54,13124.27,20.15,69.79,59.66,29.47,3783.04,0.31,0,0.22176494769206495,-0.1382903481352777
India,2021,5469.86,9304.6,66.25,60.03,37.32,38.61,2741.01,0.12,2,-0.09689899324179312,-1.8183450039135227
Germany,2022,3774.01,9066.57,19.86,67.84,22.38,36.95,4092.6,0.26,0,0.7350307154346378,-0.5983251943484916
India,2018,7005.24,31011.58,18.43,23.98,55.96,12.54,1616.2,0.14,0,0.8518576610828541,0.05780711707478244
USA,2002,4810.36,28398.44,52.21,12.42,26.92,11.59,2436.4,0.49,1,0.21904666057454492,1.4459260034393249
USA,2000,8377.52,9213.39,75.97,69.54,36.14,38.84,4126.81,0.07,0,0.45373071843078155,-2.4351772817857538
Brazil,2003,6812.92,49513.55,27.82,37.07,31.12,16.0,4167.32,0.06,0,0.2618441427715183,-0.18897933033897144
Australia,2017,6876.99,21380.92,76.5,22.58,58.56,26.51,1911.15,0.3,2,0.05801891384913055,-0.20833983873668666
India,2007,2249.84,5304.93,73.68,16.43,35.12,12.24,4119.87,0.08,0,-0.19735159220094325,-2.3011282837281835
Japan,2018,9844.07,6468.17,54.22,46.16,48.35,35.3,3427.87,0.41,2,1.7262718589952695,-0.10990596717983535
Brazil,2022,8432.58,29402.74,59.96,20.51,43.94,13.54,2076.68,0.42,2,0.6621469504338262,1.0025406743981229
Russia,2022,7911.15,48963.94,8.44,49.67,21.72,29.31,4850.04,0.24,0,1.0420425121595969,0.9546462261239824
USA,2024,3369.13,28811.58,36.21,60.91,35.37,11.7,202.93,0.43,1,-0.7310341037120298,1.400648977825924
Brazil,2005,5402.75,47477.55,27.39,47.45,35.6,14.7,1944.18,0.38,1,-0.2401803254544227,1.794344667833231
India,2000,1457.32,22484.58,17.75,73.26,59.59,25.36,1569.42,0.11,0,-0.7351233983079019,-0.6464262229735682
USA,2007,5430.91,22074.13,38.12,20.89,52.48,11.37,4682.01,0.44,1,1.0853172868828187,0.8066057167767472
Germany,2000,1544.3,25250.36,35.17,44.58,54.27,15.87,542.29,0.44,1,-0.7791285817574664,1.3555174780287738
Brazil,2018,5575.07,35022.56,66.96,21.42,32.54,14.09,3158.72,0.2,2,-0.30715833528965664,-0.28587551535565103
Canada,2010,6522.35,18696.99,55.84,71.31,33.16,11.22,3597.31,0.4,2,0.2975314032744224,0.13816743870190687
USA,2020,3962.94,43262.36,82.61,75.26,40.62,39.13,961.67,0.45,1,-2.035670919076714,1.2862844858697564
India,2023,5035.59,1949.43,17.36,38.0,45.24,23.5,792.24,0.39,1,1.1838149414158352,0.436948981174367
China,2024,8768.97,22268.33,10.08,31.4,49.13,35.77,286.77,0.09,0,1.3655397227976454,-0.3098086130440999
Japan,2014,1174.78,25794.1,50.44,29.55,52.83,20.75,836.43,0.09,2,-1.2399889958610708,-0.8121967022568908
UK,2022,7938.16,30548.1,5.09,70.18,54.93,11.28,4050.66,0.49,0,1.494561820637585,1.746967194898153
Australia,2024,1790.47,14165.56,71.96,57.77,20.99,30.87,4722.58,0.29,2,-0.7458953476946761,-0.9821165692793029
UK,2010,463.41,21660.26,48.01,71.64,51.84,11.16,4512.04,0.34,2,-0.9224558023991888,-0.12310537818344783
India,2018,1937.19,24484.62,46.49,18.23,44.43,26.58,1858.26,0.46,1,-0.3847754067360756,1.2378415780433112
Russia,2020,7673.93,34502.04,35.81,43.32,41.28,14.17,3643.08,0.05,0,0.581261471022875,-0.8828775004532138
Russia,2009,4110.75,38790.44,36.87,57.33,45.14,30.12,4143.87,0.24,0,-0.3317115868411061,0.22227653666961517
China,2023,8737.95,37022.45,41.65,72.8,55.28,36.78,4071.8,0.3,0,0.5472012248888142,0.3979663753312116
Australia,2011,5294.6,17408.36,6.36,36.74,41.81,38.67,360.29,0.05,1,0.7126552439802235,-0.7174981668381207
Canada,2000,320.28,49972.8,12.1,31.92,26.49,25.83,1113.41,0.33,1,-1.1615694562957464,1.9536977512526408
China,2023,7195.46,42508.93,47.93,73.91,37.47,25.98,4697.78,0.43,0,0.0748101490961725,1.1796138835712748
UK,2006,1191.31,13371.16,17.76,13.33,56.98,11.15,3712.54,0.07,0,0.4631376249356449,-1.2365347237849431
China,2016,7914.86,10157.74,71.19,43.57,52.58,33.1,4180.04,0.41,2,0.9606218539512879,-0.28801904712158233
UK,2009,1764.22,16044.05,28.33,42.1,28.12,38.69,2594.91,0.49,1,0.08970162835230039,1.1482388429177184
USA,2005,3519.92,22891.07,13.32,20.22,48.57,23.15,1995.63,0.46,1,0.7322558331594716,1.6085760275805532
Russia,2016,7636.59,42614.57,24.99,37.65,30.25,33.81,3273.56,0.29,1,0.7328079993407097,1.014755809705053
USA,2017,9546.89,39028.93,35.35,60.58,33.94,33.92,2390.64,0.44,1,0.7708933502381322,1.6184112651760387
Japan,2004,3777.2,42636.68,8.0,35.68,38.76,33.57,1900.12,0.4,1,0.07977819729018093,2.0352514859145336
Australia,2017,8311.06,13961.88,17.04,31.68,37.63,32.76,1771.98,0.42,1,1.8356127833304257,0.9892655376338727
Canada,2016,1988.84,29876.33,32.53,64.73,21.17,16.45,831.64,0.23,0,-1.0872477865521866,0.24760401306271573
UK,2021,8091.08,14520.83,31.39,79.21,50.96,32.54,2670.6,0.26,0,0.9658383512163633,-0.40514374321585084
Canada,2015,6609.19,5896.65,73.03,64.55,53.86,14.33,2623.24,0.16,2,0.08403904305012101,-1.8100632630164981
UK,2007,2008.16,34367.79,76.68,69.24,41.24,31.38,2974.31,0.07,2,-1.9719669612407589,-1.3750617182344382
India,2023,3094.79,7578.38,21.44,75.77,26.92,10.11,625.31,0.32,0,-0.01756384111477569,0.05193203594927753
China,2012,1404.53,33551.04,15.53,66.12,29.92,37.56,4578.87,0.19,0,-0.4090804131177684,-0.07304967926716861
Japan,2023,3891.37,32574.23,58.9,78.62,25.05,34.82,3723.18,0.28,0,-0.9390811548036393,-0.12010828582882839
Russia,2015,2116.12,40607.3,73.39,62.31,26.78,30.49,698.27,0.48,1,-2.0635631421731553,1.5600379272733838
UK,2010,6475.58,7407.95,86.92,56.31,55.06,12.83,442.75,0.08,2,-0.6056772359725913,-2.102532967682972
Canada,2005,9945.6,39282.27,5.58,58.53,39.21,34.75,3232.46,0.44,1,1.6460064075116754,1.9397522247497803
Japan,2002,218.89,49964.19,40.16,73.01,24.44,36.26,1740.44,0.09,0,-2.3072362981464694,-0.04689615584157324
Germany,2000,5455.11,42626.6,67.39,57.81,30.19,30.64,1629.29,0.34,1,-1.1255220439184983,0.8346830178376885
Germany,2017,5779.3,37714.7,75.43,63.28,57.98,39.28,4207.96,0.2,2,-0.8166035037195685,-0.5960321340313725
USA,2004,9150.67,33277.19,10.29,25.12,40.37,12.79,1758.46,0.1,0,1.4333163347647815,0.01149916180708145
Russia,2012,5109.45,21378.18,62.85,73.89,40.63,31.26,3179.3,0.39,2,-0.3615778951155167,0.12195477053055895
India,2009,5482.64,36659.76,29.56,41.3,41.03,25.74,2708.52,0.36,1,0.23579206406529316,1.1729290486789652
Canada,2004,4769.36,36346.81,11.34,21.27,24.46,14.37,1351.69,0.34,1,0.4558765371621557,1.5367479207909112
China,2013,2762.15,31759.16,46.57,65.99,58.81,29.75,1691.62,0.48,1,-0.9592321524312966,1.4552850522012901
China,2016,654.69,39915.78,18.44,34.95,23.38,33.99,4718.8,0.06,0,-0.5588161940760773,-0.5083533792040796
Canada,2000,4145.71,22713.81,67.65,22.89,48.0,14.94,1690.3,0.25,1,-0.4997707398441168,-0.30970272394441906
Australia,2024,620.66,6502.01,68.01,27.94,22.31,33.8,3930.82,0.3,2,-0.49060398929494514,-0.9487487708313002
India,2001,5549.88,28173.85,76.58,12.45,37.74,12.79,4313.31,0.21,2,-0.01688236532223184,-0.721865990644898
Japan,2006,3142.21,13619.65,37.09,16.34,55.99,27.74,401.64,0.35,1,0.12619212748503777,0.5113969854856575
UK,2009,5382.66,19529.44,6.13,51.48,50.74,33.95,3332.37,0.45,1,1.2774256975724279,1.2389219486526497
Australia,2019,1429.54,1362.04,27.08,70.64,33.39,14.38,3758.84,0.36,1,0.2588617590653007,-0.39578611491679844
UK,2006,9333.04,19448.13,44.76,41.4,42.05,27.15,2198.41,0.31,0,1.20063277884196,0.10388151342394314
UK,2023,8955.76,40535.65,63.99,53.82,26.61,22.75,2868.16,0.38,0,0.0912630034328464,0.9110126654693171
Australia,2015,1980.97,27364.76,37.47,66.68,58.24,28.22,850.94,0.1,0,-1.229773462076568,-0.6700134256852904
USA,2004,3500.1,985.13,50.56,34.97,48.35,22.73,1626.56,0.33,1,0.28013953170819383,-0.4881848772607804
Germany,2011,6173.58,23757.27,49.56,55.8,34.97,17.53,3552.95,0.23,0,0.2418438686225859,-0.4914908793684035
UK,2016,1047.29,14926.86,19.02,34.53,32.72,17.61,3032.73,0.19,1,0.09605407880327724,-0.5120046847770916
Australia,2015,3610.22,24138.76,57.96,54.99,29.55,35.94,725.11,0.28,1,-0.9528770062532252,0.030893263230194465
Australia,2019,2586.01,20532.29,42.34,25.23,51.46,14.69,4940.84,0.41,1,0.3577284595276437,0.4586348247288828
Brazil,2015,9163.62,46632.97,73.67,78.45,37.38,13.69,4692.06,0.24,0,-0.32832352565197576,-0.11185030501138805
USA,2018,8539.86,2538.28,63.7,15.33,33.21,12.91,1159.38,0.37,1,1.2894203597809695,-0.22130485372260691
Russia,2014,5840.34,34337.61,14.47,45.37,56.21,12.22,4381.85,0.32,0,0.9055532787415226,0.8425075796452816
Brazil,2011,5251.43,42625.82,46.54,30.04,26.01,10.43,1372.49,0.46,1,-0.37698076088825566,1.9489526218028355
Brazil,2020,9314.19,47982.31,64.71,52.06,30.55,14.81,2840.51,0.25,0,-0.14322837836518623,0.45072022009929347
Canada,2009,9331.04,9292.99,12.4,39.98,33.79,15.78,3921.15,0.42,2,2.565804747231451,0.5851218691048761
Germany,2021,9696.37,26799.59,72.36,31.47,30.39,18.09,1753.2,0.43,2,0.6019282294792236,0.7922546018244779
Australia,2001,1341.25,2657.68,23.87,27.5,43.42,13.72,2797.98,0.26,1,0.5205422615289237,-0.5837297832267457
Germany,2006,1689.52,25209.58,47.76,22.77,44.04,12.82,2279.25,0.27,1,-0.6088515130506627,0.0887716442938402
India,2012,6799.69,6710.18,84.95,64.8,22.19,26.24,3812.98,0.2,0,0.06922602768850698,-1.8557552188374495
Canada,2002,5460.2,41975.89,53.56,25.55,25.78,31.56,2419.44,0.27,2,-0.37438778664527855,0.6328169432122247
Russia,2014,282.81,6136.57,41.04,64.15,27.94,28.91,2856.21,0.16,0,-0.6626405087977089,-1.418863600042558
Germany,2000,713.55,25907.77,5.58,43.95,22.81,26.7,4235.51,0.44,1,0.24236609845456286,1.3341370966571326
China,2002,8892.0,26294.26,16.34,15.06,24.99,23.22,3508.3,0.16,0,1.893780190304993,-0.16311057408821206
UK,2024,8701.82,48596.7,54.19,21.58,29.59,29.02,2661.14,0.17,2,0.17306353800182486,0.3022181379694075
India,2009,3636.98,32921.54,46.98,72.5,33.82,37.06,2333.39,0.45,1,-0.7909113255144486,1.2210812651768967
USA,2014,8921.4,14748.09,35.93,52.2,51.65,28.82,677.49,0.29,0,1.0534935700103691,0.06880761470533259
Russia,2021,5977.38,12419.57,83.47,22.9,28.72,11.83,329.01,0.1,2,-0.43062535771977223,-1.6024668343281774
India,2005,8078.47,6848.29,33.26,59.26,46.8,27.11,4766.24,0.21,0,1.6799782636310805,-1.1800169983574569
UK,2019,4331.57,37947.48,50.66,67.63,22.32,25.73,973.31,0.37,1,-1.0832517545178009,1.0906091205099417
Canada,2014,1222.64,34692.45,53.34,33.15,46.33,23.56,1420.51,0.23,1,-1.4036347714312472,0.20319574907281507
UK,2023,4393.9,30688.92,49.83,48.96,51.79,27.06,3074.2,0.24,0,-0.3775835036693648,-0.09600178790332682
Brazil,2020,4627.27,2521.6,45.59,30.54,44.19,30.18,4148.23,0.27,0,1.014438772882368,-0.9888145720893012
UK,2006,5554.35,38260.03,33.65,15.6,28.06,11.12,4174.05,0.15,0,0.4907446842233142,-0.09709136576208677
Brazil,2024,1145.27,32273.44,82.24,37.97,33.22,24.41,4156.75,0.24,2,-1.5649448268046844,-0.5741035622276451
Canada,2020,9914.88,48212.5,43.32,62.6,52.21,34.52,4891.54,0.15,0,0.5857347012206752,-0.11252423358285
Japan,2004,2516.95,29566.51,49.92,42.11,37.28,25.92,325.73,0.21,1,-1.1694339965647016,0.04135669873075968
Brazil,2003,2065.67,15545.62,60.8,38.37,30.21,12.04,2029.25,0.29,1,-0.707606197691278,-0.37215354883347074
USA,2021,5315.35,19385.27,10.75,35.62,57.31,33.25,4572.26,0.36,2,1.4812674836138313,0.5697061981651999
UK,2017,5418.36,9204.11,71.41,42.12,45.49,38.24,2363.32,0.34,2,0.08018712462184097,-0.5125241952546687
UK,2002,4454.23,36284.25,48.56,32.28,52.23,35.56,4362.92,0.31,0,-0.06066304993024612,0.4472744624672027
USA,2016,7741.73,35532.22,60.86,52.85,20.98,20.88,137.4,0.32,1,-0.4464743698857971,0.7492731242407916
China,2017,5214.88,10432.18,70.62,14.45,33.57,26.04,2546.62,0.28,2,0.3077661373337213,-0.7087922100583196
Australia,2017,6135.99,8345.22,79.3,66.52,38.36,27.74,4616.14,0.33,2,0.19058293197223594,-1.0789397890205592
Japan,2023,7265.09,4311.74,38.34,22.12,43.5,31.47,1343.35,0.22,1,1.326768785332925,-0.724941759408307
Russia,2023,347.75,45642.8,73.97,54.34,27.6,29.98,4651.81,0.45,2,-1.9278395270651152,1.1186542799262307
Brazil,2001,5749.38,12036.96,27.0,41.49,39.92,15.97,91.96,0.32,0,0.6381369020447579,0.36105405654727357
USA,2012,8853.53,17536.09,61.13,64.14,47.43,35.29,440.69,0.47,0,0.37677887899486384,0.8440004946733902
Canada,2021,272.15,14384.97,13.73,67.83,33.84,35.48,2410.28,0.23,0,-0.39718841207952893,-0.2956912961318389
Brazil,2014,4111.3,20974.42,6.7,24.29,47.66,22.13,576.58,0.23,1,0.6272606583978452,0.46485172891328264
Australia,2004,9269.65,35845.42,13.14,57.4,35.59,13.93,1166.71,0.48,0,1.1395566114027198,2.187947917958675
Canada,2002,3596.23,43594.48,32.15,23.29,38.78,28.26,1522.75,0.38,1,-0.4406577930891612,1.7252182094498623
India,2004,4641.42,9538.64,7.64,18.68,25.37,20.72,2433.41,0.28,1,1.4728705283506454,0.10524167762278373
UK,2004,9817.26,34477.41,58.59,75.12,46.05,32.24,1983.04,0.37,0,0.19940446832683267,0.7203677898735016
India,2004,2073.31,17951.83,31.91,21.51,28.97,19.47,4614.63,0.23,1,0.39817884442631,-0.47676130769138664
Brazil,2002,746.03,49036.09,67.59,25.97,53.15,17.89,4435.77,0.39,2,-1.5648547322914241,1.1338705333556942
Australia,2002,8608.28,15296.5,8.9,19.12,42.14,36.03,3752.95,0.14,0,2.297274135810651,-0.6414368575657984
Japan,2019,8697.81,856.05,23.42,42.92,42.41,28.47,3313.58,0.48,2,2.3515466731257715,0.5184476831961258
Brazil,2022,4773.57,26024.18,39.68,74.37,56.5,12.58,1061.49,0.26,0,-0.5288107355503553,0.12021437931269109
USA,2017,5190.65,7961.19,37.53,28.48,26.7,30.68,3029.04,0.09,1,0.8646688997909646,-1.558682550175196
Germany,2019,8374.48,2702.47,16.13,47.93,41.21,32.58,777.96,0.43,0,1.8736941636599942,0.685728359152827
Brazil,2003,7411.74,35064.33,89.5,38.8,35.29,17.06,2290.96,0.45,1,-0.5179078391188489,0.8839521877533424
UK,2000,2724.98,36746.83,29.18,33.52,58.65,39.03,2334.54,0.38,1,-0.3549963758790176,1.3621690058941078
UK,2015,267.24,23304.6,66.29,50.05,51.71,21.19,3464.06,0.33,2,-1.3416493936681022,-0.1514825185902901
Brazil,2007,4849.03,34005.83,23.7,49.12,50.3,38.22,4183.88,0.47,1,0.5243520087314609,1.5690924960790336
Canada,2016,8603.23,27142.85,79.62,35.16,28.16,18.81,1636.49,0.33,2,0.05380949596962086,0.12845187950780804
Germany,2007,8968.76,31675.15,37.96,69.54,29.49,28.28,253.85,0.41,0,0.3360721669336034,1.3516311543407304
USA,2006,9566.64,30036.85,81.58,13.72,21.17,25.53,282.5,0.26,2,0.11671741888568318,0.06587854596926832
Brazil,2024,8807.68,33458.23,34.06,15.97,45.54,39.76,4380.38,0.38,2,1.5712340355038767,1.0196851074822275
Canada,2007,5842.43,10381.72,5.73,79.35,34.83,22.25,2457.31,0.5,0,1.2511631823461502,1.1774336798504168
UK,2020,4501.6,13800.98,48.95,62.34,32.48,15.38,1277.66,0.22,2,-0.2800332490185269,-0.6764054789089661
UK,2023,7771.01,22278.18,49.61,66.28,45.48,35.0,209.82,0.37,0,0.09585361855638395,0.6218799422634436
